scs_certified,length_width_ratio,product_class,symmetry,fluorescence,price,index_id,is_top_sales_price,below_min_per_carat,recommend_order,dedicated,shape,has_v360_video,diamond_dor,carat,upc,active,report_order,collection,collection_order,inventory_location,clarity_order,cut_order,is_memo,culet,cut,color,real_diamond_image,origin,hearts_and_arrows_diamonds,pre_carat_price,title,color_order,girdle,shipping_day,certificate_number,valid,index_name,table,measurements,shipping_supplier,length,diamond_blockchain,depth,clarity,has_cert,rank_order,report,floor_adjustment,polish,id,orderby,receiveby,receiveby_short,orderby_short,receiveby_format,bf_adj_price,v360_link,image,inventory_quantity_seattle,inventory_quantity_secaucus,inventory_quantity_losangeles,inventory_quantity_sanfrancisco,inventory_quantity_sandiego,below_low_threshold,certificate_link,inventory_quantity_atlanta,inventory_quantity_philadelphia,inventory_quantity_dallas,inventory_quantity_austin,inventory_quantity_scottsdale,inventory_quantity_washingtondc,inventory_quantity_newyork,inventory_quantity_boston,inventory_quantity_denver,inventory_quantity_chicago
,1,Lab Created Colorless Diamonds,Excellent,None,390,11967199,True,True,3,False,Round,True,False,0.35,3966383A,True,,,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1114.29,0.35 Carat Round Diamond,,Medium,10,440001681,True,lab-created-colorless-diamonds,57.0,4.56 x 4.52 x 2.79,Pure Stones,4.539999999999999,False,61.4,SI1,True,746,IGI,True,Excellent,11967199,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12986033,False,,3,False,Round,True,False,0.3,4370179A,True,,,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,False,1300.0,0.30 Carat Round Diamond,,Medium,10,462173083,True,lab-created-colorless-diamonds,55.5,4.34 x 4.30 x 2.69,Mehta Diam ANT,4.32,False,62.2,SI1,True,746,IGI,True,Excellent,12986033,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10845321,True,True,3,False,Round,True,False,0.33,3941626A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,436065718,True,lab-created-colorless-diamonds,57.5,4.42 x 4.40 x 2.74,Pure Stones,4.41,False,62.1,VS1,True,179,IGI,True,Excellent,10845321,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10845564,True,True,3,False,Round,True,False,0.33,3941623A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,436065694,True,lab-created-colorless-diamonds,59.5,4.54 x 4.51 x 2.66,Pure Stones,4.525,False,58.8,VS1,True,179,IGI,True,Excellent,10845564,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10859071,True,True,3,False,Round,True,False,0.33,3966536A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,440001882,True,lab-created-colorless-diamonds,58.0,4.45 x 4.43 x 2.75,Pure Stones,4.4399999999999995,False,61.8,VS1,True,179,IGI,True,Excellent,10859071,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10860644,True,True,3,False,Round,True,False,0.33,3946952A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Thin - Medium,10,436065850,True,lab-created-colorless-diamonds,57.5,4.45 x 4.42 x 2.76,Pure Stones,4.4350000000000005,False,62.4,VS1,True,179,IGI,True,Excellent,10860644,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10853472,True,True,3,False,Round,True,False,0.33,4374029A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium - Slightly Thick,10,464106333,True,lab-created-colorless-diamonds,58.5,4.51 x 4.48 x 2.70,Pure Stones,4.495,False,60.1,VS1,True,179,IGI,True,Excellent,10853472,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12965292,True,True,3,False,Round,False,False,0.33,5330117A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,False,1181.82,0.33 Carat Round Diamond,,Medium,10,506183358,True,lab-created-colorless-diamonds,56.5,4.47 x 4.45 x 2.76,Pure Stones,4.46,False,61.9,VS1,True,179,IGI,True,Excellent,12965292,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972617,True,True,3,False,Round,True,False,0.33,4767653A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,False,1181.82,0.33 Carat Round Diamond,,Medium,10,480179419,True,lab-created-colorless-diamonds,57.0,4.46 x 4.44 x 2.75,Pure Stones,4.45,False,61.8,VS2,True,580,IGI,True,Excellent,12972617,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972724,True,True,3,False,Round,True,False,0.33,4585438A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,False,1181.82,0.33 Carat Round Diamond,,Medium,10,474110913,True,lab-created-colorless-diamonds,58.0,4.43 x 4.40 x 2.74,Pure Stones,4.415,False,62.0,VS2,True,580,IGI,True,Excellent,12972724,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,13098434,True,True,3,False,Round,False,False,0.3,5377676Y,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1300.0,0.30 Carat Round Diamond,,"Medium - Slightly Thick, Faceted",4,508138671,True,lab-created-colorless-diamonds,57.0,4.32 x 4.29 x 2.68,IDJ LAB,4.305,False,62.4,VVS2,False,70,IGI,True,Excellent,13098434,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:58:19,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12745177,True,True,3,False,Round,True,False,0.3,4130316A,True,,,,[],,,False,Pointed,Very Good,D,False,Lab Created,False,1266.67,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,442068954,True,lab-created-colorless-diamonds,56.0,4.22 x 4.19 x 2.72,Mehta Diam ANT,4.205,False,64.6,SI1,True,9353,IGI,True,Excellent,12745177,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 02:57:04,330.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12402551,True,True,3,False,Round,True,False,0.32,5109967Y,True,,Glacier,,[],,,False,None,Super Ideal,E,False,Lab Created,,1218.75,0.32 Carat Round Diamond,,Medium - Slightly Thick,4,312790280,True,lab-created-colorless-diamonds,56.0,4.43 x 4.40 x 2.70,Grown Diamonds NY,4.415,False,61.2,VVS2,True,156,GCAL,True,Excellent,12402551,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10845545,True,True,3,False,Round,True,False,0.34,3946714A,True,,,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium - Slightly Thick,10,436065358,True,lab-created-colorless-diamonds,57.5,4.48 x 4.45 x 2.78,Pure Stones,4.465,False,62.3,SI1,True,1453,IGI,True,Excellent,10845545,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12237828,True,True,3,False,Round,True,False,0.34,3946704A,True,,,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium,10,436065047,True,lab-created-colorless-diamonds,58.0,4.50 x 4.48 x 2.74,Pure Stones,4.49,False,61.0,SI1,True,1453,IGI,True,Excellent,12237828,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,Very Slight,390,10854941,True,True,3,False,Round,True,False,0.34,3966500A,True,,,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium - Slightly Thick,10,440002419,True,lab-created-colorless-diamonds,58.0,4.46 x 4.44 x 2.76,Pure Stones,4.45,False,62.0,SI1,True,10479,IGI,True,Excellent,10854941,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10146092,True,True,3,False,Round,True,False,0.34,3881679Y,True,,Glacier,,[],,,False,None,Ideal,E,False,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium - Slightly Thick,4,302020048,True,lab-created-colorless-diamonds,56.0,4.50 x 4.46 x 2.76,Grown Diamonds NY,4.48,False,61.6,VS2,True,9895,GCAL,True,Very Good,10146092,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12986753,True,,3,False,Round,True,False,0.31,4370163A,True,,Yosemite,,[],,,False,Pointed,Super Ideal,F,False,Lab Created,False,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,10,459193779,True,lab-created-colorless-diamonds,58.0,4.33 x 4.31 x 2.67,Mehta Diam ANT,4.32,False,61.9,SI1,True,1611,IGI,True,Excellent,12986753,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,11967754,True,True,3,False,Round,True,False,0.34,4946978Y,True,,Glacier,,[],,,False,Pointed,Super Ideal,F,False,Lab Created,,1117.65,0.34 Carat Round Diamond,,"Medium, Faceted",4,LG455007008,True,lab-created-colorless-diamonds,56.5,4.52 x 4.48 x 2.78,Surreal Diamond,4.5,False,61.8,VS1,True,394,IGI,True,Excellent,11967754,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12641836,True,True,3,False,Round,True,False,0.34,5193881A,True,,Glacier,,[],,,False,Pointed,Super Ideal,F,True,Lab Created,False,1117.65,0.34 Carat Round Diamond,,Medium,5,468199757,True,lab-created-colorless-diamonds,59.0,4.60 x 4.56 x 2.73,Pure Stones ANT,4.58,False,59.7,VS2,True,205,IGI,True,Excellent,12641836,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 24","Mon, Jan 24",2 PM PT Monday,2022-01-24 03:00:47,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972569,True,True,3,False,Round,True,False,0.32,3979150A,True,,Glacier,,[],,,False,Pointed,Super Ideal,F,False,Lab Created,False,1218.75,0.32 Carat Round Diamond,,Medium,10,440009488,True,lab-created-colorless-diamonds,59.5,4.38 x 4.36 x 2.69,Pure Stones,4.37,False,61.6,VVS2,True,287,IGI,True,Excellent,12972569,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10874830,True,True,3,False,Round,True,False,0.32,4447187Y,True,,Glacier,,[],,,False,Pointed,Super Ideal,F,False,Lab Created,,1187.5,0.32 Carat Round Diamond,,"Medium, Faceted",4,LG468175467,True,lab-created-colorless-diamonds,59.5,4.50 x 4.47 x 2.68,Surreal Diamond,4.484999999999999,False,59.8,VVS2,True,287,IGI,True,Excellent,10874830,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,390,12986811,True,True,3,False,Round,True,False,0.31,4476512A,True,,Yosemite,,[],,,False,None,Ideal,F,False,Lab Created,False,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,10,462172839,True,lab-created-colorless-diamonds,57.0,4.32 x 4.29 x 2.67,Mehta Diam ANT,4.305,False,62.0,SI1,True,7072,IGI,True,Very Good,12986811,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972716,True,True,3,False,Round,True,False,0.34,4654192A,True,,,,[],,,False,Pointed,Super Ideal,H,False,Lab Created,False,1147.06,0.34 Carat Round Diamond,,Medium,10,476169175,True,lab-created-colorless-diamonds,56.5,4.48 x 4.45 x 2.76,Pure Stones,4.465,False,61.8,VVS2,True,9899,IGI,True,Excellent,12972716,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,390,12958101,True,True,3,False,Round,False,False,0.35,5328380Y,True,,,,[],,,False,None,Very Good,H,False,Lab Created,False,1114.29,0.35 Carat Round Diamond,,Stkttk,4,LG502157020,True,lab-created-colorless-diamonds,55.0,4.47 x 4.43 x 2.85,Unique Designs Inc,4.449999999999999,False,64.2,VVS2,True,10479,IGI,True,Very Good,12958101,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:35,220.0,,,,,,,,True,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10874522,True,True,3,False,Round,True,False,0.36,3969321Y,True,,,,[],,,False,Pointed,Super Ideal,J,False,Lab Created,,1083.33,0.36 Carat Round Diamond,,"Medium - Slightly Thick, Faceted",4,LG389924677,True,lab-created-colorless-diamonds,58.5,4.62 x 4.60 x 2.81,Surreal Diamond,4.609999999999999,False,61.1,VVS2,True,4842,IGI,True,Excellent,10874522,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,390,10866405,True,True,3,False,Round,True,False,0.36,3969320Y,True,,,,[],,,False,Pointed,Ideal,J,False,Lab Created,,1083.33,0.36 Carat Round Diamond,,"Medium - Slightly Thick, Faceted",4,LG389924620,True,lab-created-colorless-diamonds,58.0,4.63 x 4.58 x 2.84,Surreal Diamond,4.605,False,61.7,VVS2,True,10479,IGI,True,Excellent,10866405,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,11224871,True,True,3,False,Round,True,False,0.34,4629107Y,True,,Glacier,,[],,,False,None,Super Ideal,D,False,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium - Slightly Thick,4,311340099,True,lab-created-colorless-diamonds,57.0,4.55 x 4.52 x 2.75,Grown Diamonds NY,4.535,False,60.6,VS2,True,474,GCAL,True,Excellent,11224871,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10854240,True,True,3,False,Round,True,False,0.33,3933705A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,436065090,True,lab-created-colorless-diamonds,57.5,4.44 x 4.42 x 2.76,Pure Stones,4.43,False,62.3,VS2,True,474,IGI,True,Excellent,10854240,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10859485,True,True,3,False,Round,True,False,0.33,4020073A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,444089296,True,lab-created-colorless-diamonds,56.0,4.45 x 4.43 x 2.77,Pure Stones,4.4399999999999995,False,62.3,VS2,True,474,IGI,True,Excellent,10859485,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12663192,True,True,3,False,Round,True,False,0.33,5180045A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,False,1181.82,0.33 Carat Round Diamond,,Medium,10,499198115,True,lab-created-colorless-diamonds,59.5,4.43 x 4.40 x 2.73,Pure Stones,4.415,False,61.9,VS2,True,474,IGI,True,Excellent,12663192,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10843795,True,True,3,False,Round,True,False,0.33,3941605A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium - Slightly Thick,10,436065149,True,lab-created-colorless-diamonds,58.5,4.44 x 4.41 x 2.73,Pure Stones,4.425000000000001,False,61.9,VS2,True,474,IGI,True,Excellent,10843795,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10855332,True,True,3,False,Round,True,False,0.33,3966606A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1181.82,0.33 Carat Round Diamond,,Medium,10,440002651,True,lab-created-colorless-diamonds,59.0,4.47 x 4.45 x 2.69,Pure Stones,4.46,False,60.3,VS2,True,474,IGI,True,Excellent,10855332,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10423309,True,True,3,False,Round,True,False,0.31,4309947Y,True,,Glacier,,[],,,False,None,Super Ideal,D,False,Lab Created,,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,310290157,True,lab-created-colorless-diamonds,55.0,4.38 x 4.36 x 2.70,Grown Diamonds NY,4.37,False,61.8,VS2,True,474,GCAL,True,Excellent,10423309,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,300.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,390,12972486,True,True,3,False,Round,True,False,0.3,4464798A,True,,Glacier,,[],,,False,Pointed,Ideal,D,False,Lab Created,False,1300.0,0.30 Carat Round Diamond,,Medium,10,468103528,True,lab-created-colorless-diamonds,58.0,4.31 x 4.29 x 2.65,Pure Stones,4.3,False,61.6,VVS2,True,2290,IGI,True,Excellent,12972486,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,390,12972549,True,True,3,False,Round,True,False,0.3,3808234A,True,,Glacier,,[],,,False,Pointed,Ideal,D,False,Lab Created,False,1300.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,414073774,True,lab-created-colorless-diamonds,56.5,4.30 x 4.28 x 2.68,Pure Stones,4.29,False,62.5,VVS2,True,2290,IGI,True,Excellent,12972549,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10845200,True,True,3,False,Round,True,False,0.34,3966505A,True,,,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1147.06,0.34 Carat Round Diamond,,Medium,10,440002451,True,lab-created-colorless-diamonds,57.0,4.50 x 4.48 x 2.79,Pure Stones,4.49,False,62.1,SI1,True,1453,IGI,True,Excellent,10845200,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10848403,True,True,3,False,Round,True,False,0.31,3808126A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,10,414073776,True,lab-created-colorless-diamonds,58.0,4.34 x 4.32 x 2.67,Pure Stones,4.33,False,61.7,VS1,True,529,IGI,True,Excellent,10848403,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10855776,True,True,3,False,Round,True,False,0.31,3933783A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1258.06,0.31 Carat Round Diamond,,Medium,10,436065222,True,lab-created-colorless-diamonds,59.5,4.35 x 4.33 x 2.63,Pure Stones,4.34,False,60.6,VS1,True,529,IGI,True,Excellent,10855776,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,10854325,True,True,3,False,Round,True,False,0.31,3946803A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1258.06,0.31 Carat Round Diamond,,Medium,10,436065436,True,lab-created-colorless-diamonds,59.0,4.43 x 4.39 x 2.65,Pure Stones,4.41,False,60.2,VS1,True,529,IGI,True,Excellent,10854325,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12760502,True,True,3,False,Round,True,False,0.31,5240999A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,,1225.81,0.31 Carat Round Diamond,,Medium,10,502183942,True,lab-created-colorless-diamonds,59.0,4.37 x 4.35 x 2.67,Pure Stones,4.359999999999999,False,61.3,VS1,True,529,IGI,True,Excellent,12760502,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972462,True,True,3,False,Round,True,False,0.31,3823622A,True,,Glacier,,[],,,False,Medium,Ideal,E,False,Lab Created,False,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,10,414076265,True,lab-created-colorless-diamonds,57.0,4.33 x 4.29 x 2.70,Pure Stones,4.3100000000000005,False,62.8,VVS2,True,9896,IGI,True,Excellent,12972462,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12972557,True,True,3,False,Round,True,False,0.31,3823410A,True,,Glacier,,[],,,False,Pointed,Ideal,E,False,Lab Created,False,1258.06,0.31 Carat Round Diamond,,Medium - Slightly Thick,10,414073729,True,lab-created-colorless-diamonds,56.5,4.32 x 4.29 x 2.72,Pure Stones,4.305,False,63.1,VVS2,True,9896,IGI,True,Excellent,12972557,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,11967179,True,True,3,False,Round,True,False,0.35,3966389A,True,,,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1114.29,0.35 Carat Round Diamond,,Medium,10,440002292,True,lab-created-colorless-diamonds,59.5,4.56 x 4.54 x 2.79,Pure Stones,4.55,False,61.4,SI1,True,746,IGI,True,Excellent,11967179,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,11967172,True,True,3,False,Round,True,False,0.35,3966391A,True,,,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1114.29,0.35 Carat Round Diamond,,Medium - Slightly Thick,10,440002333,True,lab-created-colorless-diamonds,56.5,4.51 x 4.49 x 2.80,Pure Stones,4.5,False,62.2,SI1,True,746,IGI,True,Excellent,11967172,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,390,12041179,True,True,3,False,Round,True,False,0.35,4984938A,True,,,,[],,,False,Pointed,Super Ideal,E,True,Lab Created,,1114.29,0.35 Carat Round Diamond,,Medium,10,490103029,True,lab-created-colorless-diamonds,57.0,4.56 x 4.54 x 2.79,Pure Stones,4.55,False,61.4,SI1,True,746,IGI,True,Excellent,12041179,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
